UniqueID,ParcelID,LandUse,PropertyAddress,SaleDate,SalePrice,LegalReference,SoldAsVacant,Acreage,TaxDistrict,LandValue,BuildingValue,TotalValue,YearBuilt,Bedrooms,FullBath,HalfBath,property_street,property_city,owner_street,owner_city,owner_state
5834,"034 04 0 027.00","SINGLE FAMILY","359  CUMBERLAND HILLS DR, MADISON",2013-04-09,169500.00,20130726-0077834,No,1.03,"GENERAL SERVICES DISTRICT",46300.00,122000.00,168300.00,1972,4,2,0,"359  CUMBERLAND HILLS DR"," MADISON","359  CUMBERLAND HILLS DR"," MADISON"," TN"
2092,"034 04 0 029.00","SINGLE FAMILY","351  CUMBERLAND HILLS DR, MADISON",2013-04-09,225000.00,20130408-0034370,No,1.07,"GENERAL SERVICES DISTRICT",46300.00,172200.00,218500.00,1972,3,3,0,"351  CUMBERLAND HILLS DR"," MADISON","351  CUMBERLAND HILLS DR"," MADISON"," TN"
29503,"034 04 0 033.00","SINGLE FAMILY","419  NORTHSIDE DR, MADISON",2013-04-09,170000.00,20150417-0034343,No,0.98,"GENERAL SERVICES DISTRICT",46300.00,100700.00,147000.00,1969,3,2,0,"419  NORTHSIDE DR"," MADISON","419  NORTHSIDE DR"," MADISON"," TN"
9817,"034 05 0 007.00","SINGLE FAMILY","303  ALTA LOMA RD, GOODLETTSVILLE",2013-04-09,88000.00,20131106-0114961,No,1.73,"CITY OF GOODLETTSVILLE",25000.00,105600.00,130600.00,1955,3,2,0,"303  ALTA LOMA RD"," GOODLETTSVILLE","303  ALTA LOMA RD"," GOODLETTSVILLE"," TN"
39463,"034 05 0 013.00","SINGLE FAMILY","309  GATES RD, GOODLETTSVILLE",2013-04-09,118250.00,20151015-0104897,No,0.32,"CITY OF GOODLETTSVILLE",25000.00,71200.00,96200.00,1963,3,1,0,"309  GATES RD"," GOODLETTSVILLE","309  GATES RD"," GOODLETTSVILLE"," TN"
41955,"034 05 0 015.00","SINGLE FAMILY","313  GATES RD, GOODLETTSVILLE",2013-04-09,129000.00,20151229-0130436,No,0.32,"CITY OF GOODLETTSVILLE",25000.00,70700.00,96100.00,1963,3,1,0,"313  GATES RD"," GOODLETTSVILLE","313  GATES RD"," GOODLETTSVILLE"," TN"
9818,"034 05 0 019.00","SINGLE FAMILY","310  GATES RD, GOODLETTSVILLE",2013-04-09,109900.00,20131119-0119038,No,0.32,"CITY OF GOODLETTSVILLE",22000.00,68400.00,90400.00,1965,3,1,0,"310  GATES RD"," GOODLETTSVILLE","310  GATES RD"," GOODLETTSVILLE"," TN"
51998,"034 05 0 023.00","SINGLE FAMILY","302 GATES  RD, GOODLETTSVILLE",2013-04-09,230000.00,20160711-0070528,No,0.33,"CITY OF GOODLETTSVILLE",22000.00,98700.00,120700.00,1965,3,2,0,"302 GATES  RD"," GOODLETTSVILLE","302  GATES RD"," GOODLETTSVILLE"," TN"
26240,"034 05 0 025.00","SINGLE FAMILY","320  ALTA LOMA RD, GOODLETTSVILLE",2013-04-09,81000.00,20150202-0009276,No,0.4,"CITY OF GOODLETTSVILLE",22000.00,69700.00,91700.00,1965,3,1,0,"320  ALTA LOMA RD"," GOODLETTSVILLE","320  ALTA LOMA RD"," GOODLETTSVILLE"," TN"
14450,"034 05 0 029.00","SINGLE FAMILY","1604  MONTICELLO AVE, MADISON",2013-04-09,130500.00,20140415-0031414,No,0.32,"CITY OF GOODLETTSVILLE",22000.00,95500.00,117500.00,1964,3,1,1,"1604  MONTICELLO AVE"," MADISON","1604  MONTICELLO AVE"," MADISON"," TN"
41956,"034 05 0 037.00","SINGLE FAMILY","304  GOLDIE DR, GOODLETTSVILLE",2013-04-09,145000.00,20151228-0129665,No,0.35,"CITY OF GOODLETTSVILLE",22000.00,76800.00,100300.00,1964,3,1,1,"304  GOLDIE DR"," GOODLETTSVILLE","304  GOLDIE DR"," GOODLETTSVILLE"," TN"
48760,"034 05 0 041.00","SINGLE FAMILY","512 MONICA  AVE, GOODLETTSVILLE",2013-04-09,172500.00,20160520-0050464,No,0.34,"CITY OF GOODLETTSVILLE",22000.00,110800.00,132800.00,1962,4,1,1,"512 MONICA  AVE"," GOODLETTSVILLE","512  MONICA AVE"," GOODLETTSVILLE"," TN"
3284,"034 05 0 052.00","SINGLE FAMILY","309  GOLDIE DR, GOODLETTSVILLE",2013-04-09,130000.00,20130516-0049357,No,0.34,"CITY OF GOODLETTSVILLE",22000.00,147800.00,170700.00,1963,3,4,0,"309  GOLDIE DR"," GOODLETTSVILLE","309  GOLDIE DR"," GOODLETTSVILLE"," TN"
34793,"034 05 0 053.00","SINGLE FAMILY","311  GOLDIE DR, GOODLETTSVILLE",2013-04-09,146000.00,20150716-0069491,No,0.34,"CITY OF GOODLETTSVILLE",22000.00,82300.00,118500.00,1963,3,1,0,"311  GOLDIE DR"," GOODLETTSVILLE","311  GOLDIE DR"," GOODLETTSVILLE"," TN"
48762,"034 05 0 065.00","SINGLE FAMILY","1601 MONTICELLO  AVE, MADISON",2013-04-09,182000.00,20160601-0055163,No,1.07,"CITY OF GOODLETTSVILLE",25000.00,138400.00,180800.00,1963,3,2,0,"1601 MONTICELLO  AVE"," MADISON","1601  MONTICELLO AVE"," MADISON"," TN"
22760,"034 05 0 072.00","SINGLE FAMILY","304  ALTA LOMA RD, GOODLETTSVILLE",2013-04-09,75000.00,20141021-0096876,No,0.81,"CITY OF GOODLETTSVILLE",23000.00,81000.00,104000.00,1956,2,1,0,"304  ALTA LOMA RD"," GOODLETTSVILLE","304  ALTA LOMA RD"," GOODLETTSVILLE"," TN"
21328,"034 05 0 085.00","SINGLE FAMILY","212  ALTA LOMA RD, MADISON",2013-04-09,98500.00,20140930-0089876,No,0.28,"GENERAL SERVICES DISTRICT",15000.00,67000.00,83000.00,1960,3,1,0,"212  ALTA LOMA RD"," MADISON","212  ALTA LOMA RD"," MADISON"," TN"
27170,"034 05 0 088.00","SINGLE FAMILY","206  ALTA LOMA RD, MADISON",2013-04-09,91000.00,20150206-0011347,No,0.28,"GENERAL SERVICES DISTRICT",15000.00,67200.00,82600.00,1961,3,1,0,"206  ALTA LOMA RD"," MADISON","206  ALTA LOMA RD"," MADISON"," TN"
33059,"034 05 0 089.00","SINGLE FAMILY","204  ALTA LOMA RD, MADISON",2013-04-09,92000.00,20150707-0065655,No,0.27,"GENERAL SERVICES DISTRICT",15000.00,60500.00,75500.00,1963,3,1,0,"204  ALTA LOMA RD"," MADISON","204  ALTA LOMA RD"," MADISON"," TN"
33060,"034 05 0 107.00","SINGLE FAMILY","104  ALTA LOMA RD, MADISON",2013-04-09,127900.00,20150709-0066660,No,0.91,"GENERAL SERVICES DISTRICT",23000.00,74300.00,97300.00,1950,3,1,0,"104  ALTA LOMA RD"," MADISON","104  ALTA LOMA RD"," MADISON"," TN"
4546,"034 05 0 108.00","SINGLE FAMILY","102  ALTA LOMA RD, MADISON",2013-04-09,85000.00,20130625-0065032,No,0.9,"GENERAL SERVICES DISTRICT",23000.00,87000.00,117200.00,1953,3,1,0,"102  ALTA LOMA RD"," MADISON","102  ALTA LOMA RD"," MADISON"," TN"
52000,"034 07 0 006.00","SINGLE FAMILY","304 SHEPHERD HILLS  DR, MADISON",2013-04-09,134900.00,20160726-0076681,No,0.98,"GENERAL SERVICES DISTRICT",32000.00,100000.00,132000.00,1959,3,1,1,"304 SHEPHERD HILLS  DR"," MADISON","304  SHEPHERD HILLS DR"," MADISON"," TN"
19839,"034 07 0 012.00","SINGLE FAMILY","316  SHEPHERD HILLS DR, MADISON",2013-04-09,132000.00,20140819-0075079,No,1.04,"GENERAL SERVICES DISTRICT",32000.00,109500.00,141500.00,1959,4,2,0,"316  SHEPHERD HILLS DR"," MADISON","316  SHEPHERD HILLS DR"," MADISON"," TN"
43109,"034 07 0 025.00","SINGLE FAMILY","305  SHEPHERD HILLS DR, MADISON",2013-04-09,155000.00,20160201-0009710,No,1.1,"GENERAL SERVICES DISTRICT",32000.00,102500.00,134500.00,1959,3,2,0,"305  SHEPHERD HILLS DR"," MADISON","305  SHEPHERD HILLS DR"," MADISON"," TN"
13383,"034 07 0 026.00","SINGLE FAMILY","303  SHEPHERD HILLS DR, MADISON",2013-04-09,130000.00,20140402-0027365,No,1.03,"GENERAL SERVICES DISTRICT",32000.00,118700.00,150700.00,1959,3,1,2,"303  SHEPHERD HILLS DR"," MADISON","303  SHEPHERD HILLS DR"," MADISON"," TN"
2094,"034 07 0 031.00","SINGLE FAMILY","5  SHEPHERD HILLS DR, MADISON",2013-04-09,131900.00,20130422-0039808,No,1.11,"GENERAL SERVICES DISTRICT",32000.00,100400.00,132400.00,1957,3,2,0,"5  SHEPHERD HILLS DR"," MADISON","5  SHEPHERD HILLS DR"," MADISON"," TN"
13384,"034 07 0 045.00","SINGLE FAMILY","215  TWIN HILLS DR, MADISON",2013-04-09,111708.00,20140311-0020321,No,1.1,"GENERAL SERVICES DISTRICT",32000.00,121900.00,158000.00,1960,3,2,0,"215  TWIN HILLS DR"," MADISON","215  TWIN HILLS DR"," MADISON"," TN"
36535,"034 07 0 052.00","SINGLE FAMILY","313  TWIN HILLS DR, MADISON",2013-04-09,300000.00,20150813-0081368,No,1.12,"GENERAL SERVICES DISTRICT",32000.00,208900.00,240900.00,1965,4,2,1,"313  TWIN HILLS DR"," MADISON","313  TWIN HILLS DR"," MADISON"," TN"
53164,"034 09 0 003.00","SINGLE FAMILY","126 MARITA  AVE, GOODLETTSVILLE",2013-04-09,200000.00,20160824-0088369,No,0.29,"CITY OF GOODLETTSVILLE",22000.00,137900.00,159900.00,1965,3,2,0,"126 MARITA  AVE"," GOODLETTSVILLE","126  MARITA AVE"," GOODLETTSVILLE"," TN"
31228,"034 09 0 012.00","SINGLE FAMILY","311  W MONTICELLO AVE, GOODLETTSVILLE",2013-04-09,148900.00,20150529-0049832,No,1.69,"CITY OF GOODLETTSVILLE",25000.00,101300.00,130600.00,1939,2,1,0,"311  W MONTICELLO AVE"," GOODLETTSVILLE","311  W MONTICELLO AVE"," GOODLETTSVILLE"," TN"
50627,"034 09 0 021.00","SINGLE FAMILY","1515 MONTICELLO  AVE, MADISON",2013-04-09,152800.00,20160628-0065804,No,0.96,"CITY OF GOODLETTSVILLE",23000.00,82900.00,114300.00,1956,3,1,1,"1515 MONTICELLO  AVE"," MADISON","1515  MONTICELLO AVE"," MADISON"," TN"
18405,"034 09 0 045.00","SINGLE FAMILY","300  W MONTICELLO AVE, GOODLETTSVILLE",2013-04-09,85900.00,20140723-0065348,No,0.56,"CITY OF GOODLETTSVILLE",22000.00,70500.00,92500.00,1969,3,1,0,"300  W MONTICELLO AVE"," GOODLETTSVILLE","300  W MONTICELLO AVE"," GOODLETTSVILLE"," TN"
38115,"034 09 0 046.00","SINGLE FAMILY","103  MONTICELLO AVE, GOODLETTSVILLE",2013-04-09,86000.00,20150915-0093498,No,0.52,"CITY OF GOODLETTSVILLE",25300.00,92000.00,120300.00,1967,3,1,0,"103  MONTICELLO AVE"," GOODLETTSVILLE","103  MONTICELLO AVE"," GOODLETTSVILLE"," TN"
39466,"034 09 0 050.00","SINGLE FAMILY","307  MELISSA DR, GOODLETTSVILLE",2013-04-09,130000.00,20151021-0106999,No,0.4,"CITY OF GOODLETTSVILLE",22000.00,101000.00,123800.00,1965,3,1,0,"307  MELISSA DR"," GOODLETTSVILLE","307  MELISSA DR"," GOODLETTSVILLE"," TN"
21331,"034 09 0 057.00","SINGLE FAMILY","316  MELISSA DR, GOODLETTSVILLE",2013-04-09,110000.00,20140925-0088380,No,0.29,"CITY OF GOODLETTSVILLE",22000.00,72500.00,94500.00,1962,2,1,0,"316  MELISSA DR"," GOODLETTSVILLE","316  MELISSA DR"," GOODLETTSVILLE"," TN"
11712,"034 09 0 064.00","SINGLE FAMILY","205  MONTICELLO AVE, GOODLETTSVILLE",2013-04-09,105500.00,20140207-0011096,No,0.28,"CITY OF GOODLETTSVILLE",22000.00,84600.00,106600.00,1963,3,1,1,"205  MONTICELLO AVE"," GOODLETTSVILLE","205  MONTICELLO AVE"," GOODLETTSVILLE"," TN"
43117,"034 09 0 069.00","SINGLE FAMILY","456  JANETTE AVE, GOODLETTSVILLE",2013-04-09,120000.00,20160120-0005876,No,0.32,"CITY OF GOODLETTSVILLE",22000.00,86000.00,108000.00,1966,3,1,1,"456  JANETTE AVE"," GOODLETTSVILLE","456  JANETTE AVE"," GOODLETTSVILLE"," TN"
10788,"034 09 0 070.00","SINGLE FAMILY","454  JANETTE AVE, GOODLETTSVILLE",2013-04-09,130500.00,20131231-0131193,No,0.26,"CITY OF GOODLETTSVILLE",22000.00,119800.00,141800.00,1963,4,2,0,"454  JANETTE AVE"," GOODLETTSVILLE","454  JANETTE AVE"," GOODLETTSVILLE"," TN"
18406,"034 09 0 140.00","SINGLE FAMILY","206  W MONTICELLO AVE, MADISON",2013-04-09,122000.00,20140722-0064988,No,0.3,"CITY OF GOODLETTSVILLE",22000.00,83600.00,105600.00,1963,3,1,1,"206  W MONTICELLO AVE"," MADISON","206  W MONTICELLO AVE"," MADISON"," TN"
11713,"034 09 0 142.00","SINGLE FAMILY","102  MONTICELLO AVE, GOODLETTSVILLE",2013-04-09,87500.00,20140127-0007148,No,0.36,"CITY OF GOODLETTSVILLE",22000.00,68900.00,90900.00,1963,3,1,0,"102  MONTICELLO AVE"," GOODLETTSVILLE","102  MONTICELLO AVE"," GOODLETTSVILLE"," TN"
14453,"034 09 0 149.00","SINGLE FAMILY","401  MELISSA CT, GOODLETTSVILLE",2013-04-09,83000.00,20140411-0030480,No,0.43,"CITY OF GOODLETTSVILLE",22000.00,101400.00,123400.00,2001,3,2,0,"401  MELISSA CT"," GOODLETTSVILLE","401  MELISSA CT"," GOODLETTSVILLE"," TN"
18407,"034 09 0 159.00","SINGLE FAMILY","411  JANETTE CT, GOODLETTSVILLE",2013-04-09,81000.00,20140728-0066998,No,0.36,"CITY OF GOODLETTSVILLE",22000.00,66700.00,88700.00,1969,3,1,0,"411  JANETTE CT"," GOODLETTSVILLE","411  JANETTE CT"," GOODLETTSVILLE"," TN"
53166,"034 10 0 064.00","SINGLE FAMILY","336 DINWIDDIE  DR, MADISON",2013-04-09,147000.00,20160831-0091348,No,0.18,"GENERAL SERVICES DISTRICT",15300.00,87000.00,103300.00,1967,3,1,0,"336 DINWIDDIE  DR"," MADISON","336  DINWIDDIE DR"," MADISON"," TN"
48775,"034 10 0 067.00","SINGLE FAMILY","344 DINWIDDIE  DR, MADISON",2013-04-09,84250.00,20160524-0051791,No,0.16,"GENERAL SERVICES DISTRICT",15300.00,56700.00,73300.00,1965,3,1,0,"344 DINWIDDIE  DR"," MADISON","344  DINWIDDIE DR"," MADISON"," TN"
33062,"034 13 0 115.00","SINGLE FAMILY","1417  FLORENCE AVE, MADISON",2013-04-09,91500.00,20150702-0064130,No,0.11,"GENERAL SERVICES DISTRICT",15300.00,77200.00,92500.00,1970,3,1,0,"1417  FLORENCE AVE"," MADISON","1417  FLORENCE AVE"," MADISON"," TN"
44099,"034 13 0 149.00",DUPLEX,"120 A  MCKINLEY ST, MADISON",2013-04-09,110000.00,20160222-0016486,No,0.15,"GENERAL SERVICES DISTRICT",15300.00,58000.00,73300.00,1981,4,2,0,"120 A  MCKINLEY ST"," MADISON","120 A MCKINLEY ST"," MADISON"," TN"
15572,"034 13 0 150.00",DUPLEX,"122 A  MCKINLEY ST, MADISON",2013-04-09,58500.00,20140516-0042201,No,0.15,"GENERAL SERVICES DISTRICT",15300.00,47100.00,62400.00,1981,2,2,0,"122 A  MCKINLEY ST"," MADISON","122 A MCKINLEY ST"," MADISON"," TN"
4550,"034 13 0 181.00","SINGLE FAMILY","1213  FLORENCE AVE, MADISON",2013-04-09,36850.00,20130611-0059145,No,0.13,"GENERAL SERVICES DISTRICT",15300.00,64300.00,79600.00,1978,3,1,0,"1213  FLORENCE AVE"," MADISON","1213  FLORENCE AVE"," MADISON"," TN"
8008,"034 13 0 185.00","SINGLE FAMILY","1386  FLORENCE AVE, MADISON",2013-04-09,64900.00,20130912-0096187,No,0.15,"GENERAL SERVICES DISTRICT",15300.00,81600.00,97900.00,1983,3,1,1,"1386  FLORENCE AVE"," MADISON","1386  FLORENCE AVE"," MADISON"," TN"
26241,"034 13 0 189.00","SINGLE FAMILY","1400  FLORENCE AVE, MADISON",2013-04-09,121708.00,20150212-0013046,No,0.13,"GENERAL SERVICES DISTRICT",15300.00,92300.00,107600.00,1950,2,2,0,"1400  FLORENCE AVE"," MADISON","1400  FLORENCE AVE"," MADISON"," TN"
9819,"034 13 0 195.00","SINGLE FAMILY","1420  FLORENCE AVE, MADISON",2013-04-09,30000.00,20131205-0123932,No,0.14,"GENERAL SERVICES DISTRICT",15300.00,34500.00,49800.00,1959,3,1,0,"1420  FLORENCE AVE"," MADISON","1420  FLORENCE AVE"," MADISON"," TN"
48778,"034 13 0 202.00","SINGLE FAMILY","401 JANETTE  CT, GOODLETTSVILLE",2013-04-09,162000.00,20160516-0048448,No,0.44,"CITY OF GOODLETTSVILLE",22000.00,70000.00,92000.00,1969,3,1,0,"401 JANETTE  CT"," GOODLETTSVILLE","401  JANETTE CT"," GOODLETTSVILLE"," TN"
29506,"034 13 0 215.00","SINGLE FAMILY","200  AURORA AVE, MADISON",2013-04-09,100000.00,20150422-0035994,No,0.2,"GENERAL SERVICES DISTRICT",15300.00,98500.00,113800.00,1962,3,1,0,"200  AURORA AVE"," MADISON","200  AURORA AVE"," MADISON"," TN"
2097,"034 13 0 221.00","SINGLE FAMILY","221  EDGEMEADE DR, MADISON",2013-04-09,60000.00,20130425-0041004,No,0.2,"GENERAL SERVICES DISTRICT",15300.00,75300.00,90600.00,1964,3,1,0,"221  EDGEMEADE DR"," MADISON","221  EDGEMEADE DR"," MADISON"," TN"
43122,"034 13 0 229.00","SINGLE FAMILY","210  EDGEMEADE DR, MADISON",2013-04-09,88000.00,20160111-0002416,No,0.13,"GENERAL SERVICES DISTRICT",15300.00,65500.00,81600.00,1969,3,1,0,"210  EDGEMEADE DR"," MADISON","210  EDGEMEADE DR"," MADISON"," TN"
4551,"034 13 0 264.00","ZERO LOT LINE","518  MACFIE CT, MADISON",2013-04-09,72000.00,20130624-0064693,No,0.18,"GENERAL SERVICES DISTRICT",17200.00,76900.00,94100.00,1984,2,2,0,"518  MACFIE CT"," MADISON","518  MACFIE CT"," MADISON"," TN"
52004,"034 13 0 266.00","ZERO LOT LINE","510 MACFIE  CT, MADISON",2013-04-09,95000.00,20160720-0074565,No,0.13,"GENERAL SERVICES DISTRICT",17200.00,76900.00,94100.00,1984,2,2,1,"510 MACFIE  CT"," MADISON","510  MACFIE CT"," MADISON"," TN"
54634,"034 13 0 277.00","SINGLE FAMILY","400 MONTICELLO  AVE, MADISON",2013-04-09,209900.00,20160920-0099126,No,0.26,"GENERAL SERVICES DISTRICT",24500.00,96800.00,121700.00,1999,2,2,0,"400 MONTICELLO  AVE"," MADISON","400  MONTICELLO AVE"," MADISON"," TN"
27173,"034 13 0 281.00","SINGLE FAMILY","617  MONTICELLO CT, MADISON",2013-04-09,169900.00,20150223-0015124,No,0.35,"GENERAL SERVICES DISTRICT",24500.00,105000.00,129500.00,1999,3,3,0,"617  MONTICELLO CT"," MADISON","617  MONTICELLO CT"," MADISON"," TN"
22762,"034 13 0 286.00","SINGLE FAMILY","608  MONTICELLO CT, MADISON",2013-04-09,170000.00,20141009-0093887,No,0.26,"GENERAL SERVICES DISTRICT",24500.00,101300.00,125800.00,1998,3,3,0,"608  MONTICELLO CT"," MADISON","608  MONTICELLO CT"," MADISON"," TN"
29507,"034 13 0 289.00","SINGLE FAMILY","408  MONTICELLO AVE, MADISON",2013-04-09,125000.00,20150427-0037464,No,0.28,"GENERAL SERVICES DISTRICT",24500.00,76700.00,101200.00,1998,3,2,0,"408  MONTICELLO AVE"," MADISON","408  MONTICELLO AVE"," MADISON"," TN"
27174,"034 13 0 291.00","SINGLE FAMILY","1333  APPLE VALLEY RD, MADISON",2013-04-09,139900.00,20150211-0012569,No,0.31,"GENERAL SERVICES DISTRICT",24500.00,93400.00,117900.00,1997,3,2,0,"1333  APPLE VALLEY RD"," MADISON","1333  APPLE VALLEY RD"," MADISON"," TN"
16952,"034 14 0 003.00","SINGLE FAMILY","307  DINWIDDIE DR, MADISON",2013-04-09,85000.00,20140612-0051298,No,0.25,"GENERAL SERVICES DISTRICT",15300.00,67800.00,84500.00,1968,2,1,0,"307  DINWIDDIE DR"," MADISON","307  DINWIDDIE DR"," MADISON"," TN"
15573,"034 14 0 004.00","SINGLE FAMILY","309  DINWIDDIE DR, MADISON",2013-04-09,75000.00,20140516-0042189,No,0.25,"GENERAL SERVICES DISTRICT",15300.00,54200.00,69500.00,1968,2,1,0,"309  DINWIDDIE DR"," MADISON","309  DINWIDDIE DR"," MADISON"," TN"
16953,"034 14 0 025.00","SINGLE FAMILY","303  AURORA AVE, MADISON",2013-04-09,116000.00,20140617-0052592,No,0.16,"GENERAL SERVICES DISTRICT",15300.00,96300.00,111600.00,1967,3,1,0,"303  AURORA AVE"," MADISON","303  AURORA AVE"," MADISON"," TN"
11714,"034 14 0 026.00","SINGLE FAMILY","301  AURORA AVE, MADISON",2013-04-09,116000.00,20140131-0008690,No,0.17,"GENERAL SERVICES DISTRICT",15300.00,113200.00,129300.00,1965,2,2,0,"301  AURORA AVE"," MADISON","301  AURORA AVE"," MADISON"," TN"
21332,"034 14 0 045.00","SINGLE FAMILY","1417  BAIN DR, MADISON",2013-04-09,86000.00,20140925-0088571,No,0.15,"GENERAL SERVICES DISTRICT",15300.00,69700.00,85000.00,1967,2,1,0,"1417  BAIN DR"," MADISON","1417  BAIN DR"," MADISON"," TN"
28184,"034 14 0 055.00","SINGLE FAMILY","315  AURORA AVE, MADISON",2013-04-09,131000.00,20150327-0026538,No,0.16,"GENERAL SERVICES DISTRICT",15300.00,94200.00,111000.00,1967,2,1,0,"315  AURORA AVE"," MADISON","315  AURORA AVE"," MADISON"," TN"
48779,"034 14 0 063.00","SINGLE FAMILY","1410 BAIN  DR, MADISON",2013-04-09,80000.00,20160524-0052005,No,0.18,"GENERAL SERVICES DISTRICT",15300.00,102800.00,129700.00,1966,3,1,0,"1410 BAIN  DR"," MADISON","1410  BAIN DR"," MADISON"," TN"
41961,"034 14 0 064.00","SINGLE FAMILY","1408  BAIN DR, MADISON",2013-04-09,103000.00,20151217-0126989,No,0.18,"GENERAL SERVICES DISTRICT",15300.00,84800.00,102200.00,1967,2,1,0,"1408  BAIN DR"," MADISON","1408  BAIN DR"," MADISON"," TN"
14641,"034 16 0 009.00","SINGLE FAMILY","100  WARREN DR, OLD HICKORY",2013-04-09,89600.00,20140404-0028003,No,0.34,"GENERAL SERVICES DISTRICT",17000.00,62200.00,79200.00,1951,2,1,0,"100  WARREN DR"," OLD HICKORY","100  WARREN DR"," OLD HICKORY"," TN"
33037,"041 00 0 007.00","SINGLE FAMILY","1312  OLD HICKORY BLVD, NASHVILLE",2013-04-09,175000.00,20150630-0062978,No,1.7,"GENERAL SERVICES DISTRICT",59500.00,99200.00,162300.00,1950,3,2,0,"1312  OLD HICKORY BLVD"," NASHVILLE","1312  OLD HICKORY BLVD"," NASHVILLE"," TN"
53127,"041 00 0 010.00","SINGLE FAMILY","1296 OLD HICKORY  BLVD, NASHVILLE",2013-04-09,106000.00,20160831-0091317,No,0.44,"GENERAL SERVICES DISTRICT",34000.00,79200.00,115300.00,1960,3,1,0,"1296 OLD HICKORY  BLVD"," NASHVILLE","1296  OLD HICKORY BLVD"," NASHVILLE"," TN"
18375,"041 00 0 032.00","SINGLE FAMILY","4136  BRICK CHURCH PIKE, WHITES CREEK",2013-04-09,187000.00,20140805-0070073,No,5.74,"GENERAL SERVICES DISTRICT",80600.00,76000.00,177500.00,1900,2,1,0,"4136  BRICK CHURCH PIKE"," WHITES CREEK","4136  BRICK CHURCH PIKE"," WHITES CREEK"," TN"
53128,"041 00 0 033.00","SINGLE FAMILY","4112 BRICK CHURCH  PIKE, WHITES CREEK",2013-04-09,250000.00,20160809-0082614,No,9.79,"GENERAL SERVICES DISTRICT",83200.00,53300.00,152600.00,1986,3,2,0,"4112 BRICK CHURCH  PIKE"," WHITES CREEK","4112  BRICK CHURCH PIKE"," WHITES CREEK"," TN"
36513,"041 00 0 062.04","SINGLE FAMILY","1297  OLD HICKORY BLVD, NASHVILLE",2013-04-09,120500.00,20150824-0085231,No,0.47,"GENERAL SERVICES DISTRICT",34000.00,81000.00,116400.00,1964,3,1,0,"1297  OLD HICKORY BLVD"," NASHVILLE","1297  OLD HICKORY BLVD"," NASHVILLE"," TN"
22735,"041 03 0 005.00","SINGLE FAMILY","1241  DALEMERE DR, NASHVILLE",2013-04-09,173600.00,20141008-0093360,No,0.92,"GENERAL SERVICES DISTRICT",40000.00,116300.00,161200.00,1964,4,2,0,"1241  DALEMERE DR"," NASHVILLE","1241  DALEMERE DR"," NASHVILLE"," TN"
10760,"041 03 0 011.00","SINGLE FAMILY","1338  DALEMERE DR, NASHVILLE",2013-04-09,169900.00,20131211-0125356,No,1.28,"GENERAL SERVICES DISTRICT",40000.00,132500.00,184300.00,1971,3,2,0,"1338  DALEMERE DR"," NASHVILLE","1338  DALEMERE DR"," NASHVILLE"," TN"
26222,"041 03 0 039.00","SINGLE FAMILY","1204  CREST MONT CT, NASHVILLE",2013-04-09,274000.00,20150106-0001284,No,1.15,"GENERAL SERVICES DISTRICT",40000.00,195400.00,235400.00,1977,4,3,0,"1204  CREST MONT CT"," NASHVILLE","1204  CREST MONT CT"," NASHVILLE"," TN"
46869,"041 04 0 024.00","SINGLE FAMILY","1147  CHERBRON DR, NASHVILLE",2013-04-09,155000.00,20160411-0034322,No,0.84,"GENERAL SERVICES DISTRICT",40000.00,88800.00,128800.00,1963,2,2,0,"1147  CHERBRON DR"," NASHVILLE","1147  CHERBRON DR"," NASHVILLE"," TN"
39444,"041 04 0 030.00","SINGLE FAMILY","4032  YOEST DR, NASHVILLE",2013-04-09,210000.00,20151023-0108048,No,0.83,"GENERAL SERVICES DISTRICT",40000.00,135900.00,208300.00,1963,4,2,1,"4032  YOEST DR"," NASHVILLE","4032  YOEST DR"," NASHVILLE"," TN"
43086,"041 04 0 038.00","SINGLE FAMILY","4061  MATILDA ST, NASHVILLE",2013-04-09,190000.00,20160217-0015015,No,0.97,"GENERAL SERVICES DISTRICT",40000.00,123000.00,163000.00,1966,4,2,0,"4061  MATILDA ST"," NASHVILLE","4061  MATILDA ST"," NASHVILLE"," TN"
46870,"041 04 0 062.00","SINGLE FAMILY","4033  YOEST DR, NASHVILLE",2013-04-09,228900.00,20160426-0040280,No,0.82,"GENERAL SERVICES DISTRICT",40000.00,140000.00,180000.00,1965,3,2,0,"4033  YOEST DR"," NASHVILLE","4033  YOEST DR"," NASHVILLE"," TN"
29489,"041 04 0 066.00","SINGLE FAMILY","4049  YOEST DR, NASHVILLE",2013-04-09,163000.00,20150420-0034693,No,0.95,"GENERAL SERVICES DISTRICT",40000.00,94500.00,136700.00,1960,3,1,1,"4049  YOEST DR"," NASHVILLE","4049  YOEST DR"," NASHVILLE"," TN"
34769,"041 04 0 067.00","SINGLE FAMILY","4053  YOEST DR, NASHVILLE",2013-04-09,165000.00,20150731-0075648,No,0.96,"GENERAL SERVICES DISTRICT",40000.00,97900.00,151400.00,1960,3,2,0,"4053  YOEST DR"," NASHVILLE","4053  YOEST DR"," NASHVILLE"," TN"
48735,"041 04 0 070.00","SINGLE FAMILY","4065 YOEST  DR, NASHVILLE",2013-04-09,140000.00,20160509-0045462,No,0.99,"GENERAL SERVICES DISTRICT",40000.00,88000.00,128000.00,1963,3,1,1,"4065 YOEST  DR"," NASHVILLE","4065  YOEST DR"," NASHVILLE"," TN"
